ReportedSource,ProductTier2Map,OperationalCategorizationTier2,CustomerSiteMap,SubmitHours24,Priority
Phone,Printer,Hardware,Site1,16,Critical
Phone,IntranetDC2,Network,Site5,15,High
Email,IntranetDC1,Network,Site5,15,Medium
Email,VideoConf,Service,Site1,15,Medium
Phone,Notebook,Functionality,Site1,15,High
Email,Telecommunication,Telecommunication,Site2,15,High
Phone,IntranetDC1,Network,Site4,15,High
Phone,OSClient,Software,Site5,14,Medium
Phone,PCDesktop,Functionality,Site5,14,Medium
Phone,Printer,Service,Site1,14,Medium
Phone,ProcessingUnit,Functionality,Site4,15,High
Phone,Printer,Service,Site5,14,Medium
Phone,PCDesktop,Functionality,Site4,14,Medium
Phone,Peripheral,Service,Site4,14,Medium
Phone,IPPhone,Service,Site1,14,Medium
Phone,PCDesktop,Functionality,Site4,14,Medium
Phone,Browser,Functionality,Site4,13,Medium
Phone,Printer,Service,Site4,13,High
Email,AppIM,Software,Site20,13,Medium
Phone,Printer,Service,Site5,11,Medium
Email,Printer,Service,Site1,11,High
Phone,Printer,Hardware,Site5,11,Medium
Phone,Browser,Software,Site4,10,Medium
Phone,Printer,Hardware,Site4,10,Critical
Phone,ProcessingUnit,Functionality,Site1,10,Medium
Email,AppBK,Software,Site31,10,High
Phone,IntranetDC1,Network,Site5,10,Medium
Email,AppSystem,Software,Site5,10,Medium
Phone,PCDesktop,Hardware,Site4,10,Medium
Phone,IPPhone,Telecommunication,Site1,10,Medium
Phone,IntranetHO,Functionality,Site35,10,Medium
Phone,IntranetDC2,Network,Site5,10,Medium
Phone,PCDesktop,Hardware,Site4,10,Medium
Phone,IntranetDC2,Service,Site1,10,Medium
Email,IPPhone,Telecommunication,Site9,10,Critical
Email,IntranetDC1,Service,Site4,9,Medium
Phone,Peripheral,Service,Site5,9,High
Phone,Notebook,Hardware,Site23,9,High
Phone,IntranetDC1,Network,Site2,9,Critical
Phone,AppIM,Service,Site4,9,Medium
Phone,AppSystem,Software,Site5,9,Medium
Phone,IntranetHO,Network,Site4,9,Medium
Phone,IntranetHO,Functionality,Site5,8,Medium
Phone,AppSystem,Service,Site5,8,Medium
Phone,Peripheral,Hardware,Site4,8,High
Phone,PCDesktop,Hardware,Site2,8,Medium
Phone,PCDesktop,Functionality,Site2,7,Medium
Email,AppIM,Service,Site23,7,Medium
Email,Telecommunication,Service,Site30,17,Medium
Email,AppIM,Service,Site5,16,Medium
Official Memo,Printer,Hardware,Site5,16,Medium
Email,VideoConf,Service,Site4,16,Medium
Phone,Printer,Service,Site2,15,Critical
Phone,PCDesktop,Hardware,Site4,15,High
Email,Telecommunication,Service,Site4,15,High
Phone,AppBK,Service,Site13,15,High
Email,IntranetDC1,Service,Site4,15,Critical
Email,AppNB,Service,Site4,14,Medium
Phone,IntranetDC1,Service,Site4,14,Medium
Phone,AppSystem,Software,Site33,14,Medium
Phone,IntranetHO,Service,Site5,14,Medium
Phone,AppBK,Software,Site4,13,Medium
Phone,AppBK,Software,Site4,13,High
Phone,IntranetHO,Network,Site5,13,Medium
Email,AppIM,Service,Site1,13,High
Phone,Printer,Service,Site4,13,Medium
Phone,PCDesktop,Service,Site5,13,Medium
Phone,AppSystem,Service,Site15,12,High
Phone,AppIM,Functionality,Site11,12,High
Phone,Infrastructure,Software,Site1,12,Medium
Phone,Browser,Software,Site15,11,Medium
Official Memo,Telecommunication,Service,Site5,11,Medium
Phone,IPPhone,Service,Site5,11,Medium
Email,Infrastructure,Service,Site13,11,Medium
Phone,Monitor,Functionality,Site5,11,Medium
Official Memo,IntranetDC2,Service,Site1,11,Medium
Phone,Notebook,Service,Site2,11,Medium
Phone,Printer,Service,Site2,11,Medium
Phone,AppBK,Software,Site4,11,Critical
Phone,AppSystem,Software,Site5,11,Critical
Official Memo,IntranetDC2,Service,Site1,11,Critical
Phone,ProcessingUnit,Service,Site2,10,High
Email,IPPhone,Telecommunication,Site2,11,Medium
Official Memo,Notebook,Hardware,Site2,10,High
Official Memo,IntranetDC2,Network,Site1,10,Medium
Official Memo,Notebook,Hardware,Site1,10,Medium
Phone,Printer,Functionality,Site5,10,Medium
Phone,Printer,Hardware,Site2,10,Medium
Phone,IntranetDC1,Network,Site3,10,Medium
Official Memo,IntranetDC1,Network,Site4,10,High
Phone,AppSystem,Service,Site4,10,High
Email,VoiceConf,Telecommunication,Site2,10,Medium
Official Memo,Printer,Hardware,Site1,9,Medium
Phone,AppSystem,Functionality,Site1,9,Medium
Phone,IntranetDC2,Network,Site2,9,Medium
Phone,AppSystem,Software,Site5,9,Medium
Email,AppIM,Software,Site19,9,High
Phone,Printer,Service,Site4,9,Medium
Phone,Printer,Hardware,Site4,9,Medium
Phone,Notebook,Hardware,Site2,9,Critical
Phone,Printer,Hardware,Site3,9,Critical
Phone,AppSystem,Software,Site4,9,Medium
Phone,IntranetDC1,Network,Site1,9,Critical
Phone,Infrastructure,Software,Site26,9,Critical
Phone,IntranetDC2,Network,Site1,9,High
Phone,Infrastructure,Software,Site4,9,High
Phone,Printer,Hardware,Site1,9,Medium
Phone,Peripheral,Service,Site5,9,High
Phone,IntranetHO,Functionality,Site35,9,Medium
Phone,Printer,Hardware,Site1,8,Medium
Phone,PCDesktop,Functionality,Site1,8,High
Phone,Printer,Service,Site2,8,Medium
Phone,IntranetDC2,Service,Site2,8,Medium
Phone,OSServer,Software,Site30,8,Medium
Phone,PCDesktop,Hardware,Site1,8,Medium
Phone,OSClient,Software,Site5,8,High
Phone,IntranetDC1,Functionality,Site5,7,High
Email,VideoConf,Telecommunication,Site4,19,High
Email,AppBK,Software,Site1,18,Medium
Phone,Monitor,Software,Site10,18,High
Phone,Monitor,Functionality,Site4,17,High
Phone,Printer,Service,Site5,17,High
Phone,IntranetDC1,Network,Site5,17,High
Phone,Browser,Software,Site5,16,Medium
Phone,IntranetDC1,Functionality,Site5,16,Medium
Email,Telecommunication,Telecommunication,Site1,16,High
Phone,AppBK,Software,Site1,16,Medium
Phone,IntranetHO,Network,Site4,16,High
Phone,Printer,Functionality,Site1,16,High
Email,AppIM,Software,Site4,16,Medium
Phone,IntranetDC1,Functionality,Site5,15,Critical
Email,AppIM,Software,Site2,15,High
Email,Telecommunication,Telecommunication,Site5,15,High
Phone,Printer,Functionality,Site4,15,Medium
Phone,Printer,Functionality,Site4,14,Critical
Phone,OSClient,Functionality,Site4,14,Medium
Phone,PCDesktop,Functionality,Site5,14,Medium
Phone,PCDesktop,Functionality,Site5,14,Medium
Phone,PCDesktop,Service,Site5,14,High
Phone,IntranetDC1,Network,Site5,14,Medium
Phone,Printer,Hardware,Site1,14,Medium
Email,Infrastructure,Software,Site2,14,High
Phone,OSClient,Software,Site4,14,Critical
Phone,AppIM,Functionality,Site5,13,Medium
Phone,Monitor,Functionality,Site5,13,High
Phone,PCDesktop,Hardware,Site4,13,Medium
Phone,PCDesktop,Service,Site1,13,Medium
Email,AppIM,Software,Site5,11,Medium
Email,AppBK,Software,Site2,11,Medium
Phone,Scanner,Service,Site1,11,Medium
Phone,Printer,Service,Site5,11,Medium
Phone,Printer,Functionality,Site4,10,Medium
Phone,Printer,Hardware,Site4,10,Medium
Phone,AppSystem,Software,Site1,10,Medium
Phone,AppSystem,Software,Site2,10,Medium
Phone,IntranetDC2,Service,Site1,10,High
Phone,PCDesktop,Hardware,Site5,15,Critical
Phone,Infrastructure,Performance,Site1,10,Medium
Phone,VideoConf,Telecommunication,Site1,10,Medium
Phone,OSClient,Software,Site2,9,Medium
Phone,Infrastructure,Service,Site1,9,Medium
Phone,Printer,Hardware,Site1,9,High
Email,IntranetDC2,Network,Site4,9,Critical
Phone,Keyboard,Hardware,Site2,9,Medium
Phone,AppIM,Software,Site1,9,High
Phone,Printer,Hardware,Site4,9,Medium
Phone,AppSystem,Software,Site2,9,Medium
Email,IntranetSO,Functionality,Site4,8,High
Email,Telecommunication,Account,Site1,8,High
Phone,Printer,Functionality,Site1,8,High
Phone,PCDesktop,Service,Site1,8,Medium
Phone,IntranetHO,Functionality,Site1,8,Medium
Phone,IntranetDC1,Functionality,Site5,8,Medium
Phone,IntranetHO,Functionality,Site4,7,Medium
Phone,IntranetDC1,Service,Site5,7,Medium
Email,AppIM,Service,Site2,17,Medium
Phone,AppSystem,Software,Site33,17,Medium
Phone,IntranetDC1,Functionality,Site5,16,Medium
Phone,Printer,Service,Site5,16,High
Phone,Printer,Hardware,Site1,16,Medium
Phone,Browser,Software,Site1,15,Medium
Phone,IntranetDC2,Network,Site2,15,Medium
Phone,Scanner,Hardware,Site1,15,High
Phone,Browser,Functionality,Site2,15,Medium
Phone,AppIM,Service,Site1,16,High
Phone,Browser,Software,Site2,14,High
Phone,PCDesktop,Hardware,Site2,15,Medium
Phone,Printer,Hardware,Site1,14,Critical
Phone,Printer,Hardware,Site1,14,Medium
Email,Telecommunication,Service,Site1,14,Medium
Phone,ProcessingUnit,Hardware,Site5,14,High
Phone,Printer,Hardware,Site3,14,Medium
Phone,AppIM,Software,Site9,14,Medium
Phone,Printer,Service,Site2,13,Critical
Phone,Printer,Service,Site4,13,Medium
Phone,IntranetDC2,Functionality,Site2,13,High
Phone,ProcessingUnit,Performance,Site5,13,Medium
Phone,OSClient,Service,Site4,13,Medium
Phone,Printer,Hardware,Site1,13,Medium
Phone,AppIM,Functionality,Site1,13,Medium
Phone,IntranetDC2,Network,Site1,13,Critical
Phone,Printer,Service,Site5,13,Medium
Phone,PCDesktop,Hardware,Site5,13,Medium
Phone,IntranetDC1,Network,Site5,13,High
Phone,Printer,Hardware,Site4,13,Medium
Phone,OSClient,Performance,Site2,12,Medium
Email,Printer,Service,Site1,12,Critical
Email,VideoConf,Service,Site1,12,Critical
Phone,IntranetDC2,Network,Site1,11,Critical
Phone,IntranetHO,Functionality,Site1,11,Medium
Phone,PCDesktop,Service,Site1,11,Medium
Phone,IntranetDC1,Network,Site5,10,Medium
Phone,IntranetDC2,Functionality,Site1,10,Medium
Phone,Printer,Functionality,Site5,10,Medium
Phone,IntranetDC1,Network,Site5,10,Medium
Phone,PCDesktop,Hardware,Site4,10,Critical
Email,Printer,Service,Site1,10,High
Phone,Printer,Service,Site5,10,Critical
Email,Telecommunication,Service,Site10,9,Medium
Phone,AppBK,Software,Site6,9,Medium
Phone,Printer,Service,Site4,9,High
Phone,AppBK,Account,Site6,9,Medium
Phone,PCDesktop,Service,Site1,9,Medium
Email,Telecommunication,Service,Site2,9,Medium
Email,AppIM,Service,Site10,9,Medium
Phone,OSClient,Service,Site1,9,Medium
Phone,AppSystem,Software,Site19,9,Medium
Phone,Printer,Service,Site1,9,High
Phone,Browser,Software,Site1,9,Medium
Phone,Printer,Service,Site4,8,High
Phone,Browser,Software,Site1,9,Medium
Phone,IntranetDC2,Service,Site1,8,Medium
Phone,PCDesktop,Hardware,Site5,8,High
Phone,IntranetDC2,Service,Site1,8,Medium
Phone,IntranetHO,Network,Site4,8,High
Phone,IntranetDC2,Functionality,Site2,8,Medium
Phone,IntranetHO,Network,Site35,8,High
Phone,Printer,Functionality,Site4,8,Medium
Phone,IntranetDC2,Functionality,Site1,8,Medium
Phone,PCDesktop,Functionality,Site5,7,Medium
Email,VideoConf,Software,Site1,18,Medium
Phone,Peripheral,Service,Site5,18,Medium
Email,AppBK,Software,Site11,18,Medium
Email,AppIM,Software,Site5,17,Medium
Phone,AppBK,Service,Site5,16,Medium
Email,IntranetRO,Network,Site28,16,Medium
Phone,Printer,Service,Site5,16,Medium
Phone,Printer,Service,Site5,16,Medium
Phone,Printer,Hardware,Site21,16,High
Email,IntranetSO,Functionality,Site4,16,High
Phone,Infrastructure,Service,Site19,16,Medium
Phone,IPPhone,Telecommunication,Site1,16,High
Phone,IntranetDC2,Network,Site2,16,Medium
Phone,AppIM,Software,Site1,15,Critical
Phone,Scanner,Service,Site5,16,High
Phone,PCDesktop,Functionality,Site1,15,Medium
Phone,Printer,Performance,Site1,15,Medium
Phone,PCDesktop,Service,Site5,15,Medium
Email,Telecommunication,Service,Site5,15,High
Email,AppIM,Software,Site34,15,Medium
Phone,Telecommunication,Functionality,Site1,15,Medium
Phone,IntranetHO,Functionality,Site4,15,Medium
Phone,PCDesktop,Service,Site1,15,Medium
Phone,Printer,Service,Site1,15,Medium
Phone,Printer,Functionality,Site4,15,Medium
Phone,Printer,Service,Site3,14,High
Phone,Notebook,Functionality,Site4,14,Medium
Phone,IntranetDC1,Network,Site5,14,Medium
Email,Peripheral,Service,Site4,14,High
Email,IPPhone,Telecommunication,Site5,14,Medium
Phone,Printer,Service,Site1,14,High
Phone,Monitor,Functionality,Site2,14,Medium
Phone,IntranetHO,Network,Site4,14,Medium
Phone,IntranetHO,Functionality,Site4,13,Medium
Phone,PCDesktop,Hardware,Site1,13,Medium
Phone,Telecommunication,Functionality,Site4,13,High
Phone,IntranetDC1,Network,Site5,13,Medium
Phone,Printer,Service,Site4,12,High
Email,AppIM,Software,Site1,12,Medium
Phone,Printer,Hardware,Site5,11,Medium
Phone,Infrastructure,Software,Site4,11,High
Phone,Notebook,Hardware,Site1,11,Medium
Phone,IntranetDC1,Network,Site5,11,Medium
Phone,IntranetDC1,Network,Site5,11,Medium
Phone,PCDesktop,Hardware,Site4,11,Medium
Phone,Monitor,Functionality,Site5,11,Medium
Phone,AppSystem,Performance,Site4,11,Medium
Phone,SecSoftware,Service,Site4,11,Medium
Email,IPPhone,Telecommunication,Site4,11,Medium
Phone,Telecommunication,Performance,Site5,10,High
Phone,IntranetDC2,Network,Site1,10,Medium
Email,VideoConf,Telecommunication,Site5,10,Medium
Phone,Telecommunication,Functionality,Site2,10,Medium
Phone,Printer,Service,Site1,10,Medium
Phone,Printer,Functionality,Site1,10,Medium
Email,IPPhone,Telecommunication,Site11,10,Critical
Phone,Printer,Service,Site1,10,Critical
Phone,AppSystem,Software,Site15,10,Medium
Phone,Infrastructure,Software,Site22,9,Medium
Email,IPPhone,Telecommunication,Site4,9,Medium
Email,IPPhone,Telecommunication,Site29,9,Medium
Phone,AppSystem,Software,Site33,9,High
Phone,Printer,Service,Site23,9,Medium
Phone,IntranetDC2,Network,Site2,9,Medium
Phone,PCDesktop,Service,Site1,9,Medium
Phone,SecSoftware,Software,Site1,9,High
Email,IPPhone,Telecommunication,Site4,9,Medium
Phone,Printer,Hardware,Site5,9,Medium
Phone,Printer,Service,Site4,9,Critical
Phone,IntranetDC1,Network,Site5,9,Medium
Phone,Infrastructure,Software,Site1,9,Medium
Phone,Printer,Service,Site1,9,High
Phone,Monitor,Functionality,Site4,9,Medium
Phone,IntranetHO,Functionality,Site4,8,High
Phone,Printer,Functionality,Site4,8,Medium
Phone,Printer,Functionality,Site1,8,Medium
Phone,PCDesktop,Functionality,Site4,8,High
Phone,PCDesktop,Hardware,Site4,8,High
Phone,Peripheral,Hardware,Site1,8,Critical
Phone,Infrastructure,Software,Site4,8,Critical
Phone,Telecommunication,Functionality,Site5,8,Critical
Phone,Monitor,Functionality,Site2,8,Medium
Phone,PCDesktop,Functionality,Site1,8,Medium
Phone,Notebook,Functionality,Site1,7,High
Phone,Monitor,Functionality,Site1,7,Medium
Phone,PCDesktop,Functionality,Site4,7,Medium
Phone,Printer,Functionality,Site5,7,High
Email,Infrastructure,Software,Site18,6,Medium
Phone,IntranetHO,Functionality,Site4,18,Medium
Email,IPPhone,Telecommunication,Site4,17,Medium
Phone,Notebook,Hardware,Site1,17,Medium
Phone,Infrastructure,Service,Site21,17,Critical
Phone,Infrastructure,Software,Site8,16,High
Email,AppBK,Functionality,Site1,16,High
Phone,PCDesktop,Hardware,Site1,16,High
Phone,Printer,Software,Site1,16,Medium
Phone,Printer,Functionality,Site23,16,Medium
Phone,SecSoftware,Software,Site1,15,Medium
Phone,IntranetHO,Network,Site35,15,High
Phone,Mouse,Software,Site3,15,Medium
Phone,AppSystem,Service,Site23,15,Medium
Phone,OSClient,Account,Site1,15,Medium
Phone,Printer,Service,Site5,15,Medium
Phone,IntranetDC1,Network,Site5,14,Medium
Phone,Infrastructure,Service,Site5,14,Critical
Email,IPPhone,Telecommunication,Site4,14,High
Phone,IntranetDC2,Functionality,Site1,14,High
Phone,Telecommunication,Telecommunication,Site2,14,Medium
Phone,Infrastructure,Software,Site3,14,Medium
Email,IntranetDC2,Network,Site1,14,High
Phone,Printer,Hardware,Site2,13,High
Phone,PCDesktop,Hardware,Site5,13,Medium
Phone,Printer,Hardware,Site4,13,High
Phone,IntranetDC2,Network,Site1,11,Medium
Phone,Peripheral,Functionality,Site2,11,Medium
Email,IPPhone,Account,Site29,11,Medium
Phone,Printer,Hardware,Site4,11,Medium
Phone,Browser,Software,Site1,11,Medium
Phone,Printer,Service,Site2,11,Medium
Phone,PCDesktop,Hardware,Site4,10,Medium
Email,Infrastructure,Service,Site21,10,High
Email,Telecommunication,Service,Site1,10,Critical
Email,Telecommunication,Service,Site4,10,Medium
Phone,Infrastructure,Software,Site21,10,Medium
Email,Telecommunication,Performance,Site1,9,High
Phone,Printer,Service,Site4,9,Medium
Phone,IntranetDC2,Network,Site1,9,Critical
Phone,Browser,Software,Site1,9,High
Phone,Infrastructure,Service,Site21,9,High
Phone,Printer,Service,Site4,9,Medium
Phone,Telecommunication,Functionality,Site4,9,Medium
Phone,PCDesktop,Functionality,Site2,9,Medium
Phone,Printer,Service,Site5,9,High
Phone,Printer,Hardware,Site2,9,Medium
Phone,Telecommunication,Telecommunication,Site2,8,Medium
Phone,AppSystem,Functionality,Site4,8,Critical
Email,AppIM,Service,Site1,8,Critical
Phone,Printer,Functionality,Site1,8,Medium
Phone,IntranetHO,Network,Site4,7,High
Phone,Monitor,Functionality,Site5,7,Medium
Phone,Monitor,Software,Site3,6,Critical
Email,AppIM,Software,Site23,17,Medium
Email,IPPhone,Telecommunication,Site1,16,Medium
Email,Infrastructure,Software,Site16,16,Medium
Email,VideoConf,Telecommunication,Site1,16,Medium
Phone,IntranetHO,Network,Site5,15,Medium
Phone,Printer,Hardware,Site4,15,Medium
Email,VideoConf,Telecommunication,Site1,15,Medium
Phone,Printer,Functionality,Site4,15,High
Phone,IntranetDC2,Network,Site2,15,Medium
Phone,IPPhone,Telecommunication,Site4,15,Medium
Phone,Printer,Service,Site1,15,Medium
Phone,IntranetDC2,Network,Site1,14,Medium
Phone,Infrastructure,Software,Site4,15,High
Phone,Printer,Service,Site6,14,Medium
Phone,Printer,Service,Site2,14,Medium
Phone,SecSoftware,Functionality,Site4,14,Medium
Phone,Printer,Hardware,Site1,14,High
Phone,VideoConf,Functionality,Site1,14,High
Phone,IntranetHO,Network,Site4,14,High
Phone,Telecommunication,Functionality,Site4,14,Medium
Email,VideoConf,Telecommunication,Site1,14,Medium
Phone,PCDesktop,Service,Site21,14,Medium
Phone,PCDesktop,Functionality,Site5,14,Medium
Phone,Telecommunication,Functionality,Site4,14,Medium
Phone,IntranetDC2,Functionality,Site1,14,Critical
Phone,IntranetDC1,Functionality,Site1,14,Medium
Phone,Scanner,Hardware,Site3,13,Medium
Phone,VideoConf,Software,Site1,13,Medium
Phone,IntranetHO,Network,Site1,13,Medium
Phone,PCDesktop,Hardware,Site2,13,Medium
Phone,Projector,Service,Site5,12,Critical
Email,AppIM,Software,Site4,11,Medium
Phone,AppBK,Software,Site21,11,Critical
Email,IPPhone,Telecommunication,Site6,11,Medium
Phone,Printer,Hardware,Site5,11,High
Email,AppBK,Software,Site30,10,High
Phone,AppIM,Software,Site2,10,Medium
Phone,Printer,Service,Site4,10,Critical
Phone,Telecommunication,Telecommunication,Site1,10,Medium
Phone,Infrastructure,Software,Site5,10,High
Phone,IntranetDC1,Network,Site5,10,Medium
Phone,AppIM,Software,Site13,10,High
Phone,IntranetDC1,Network,Site5,10,Medium
Phone,IntranetDC1,Network,Site5,9,High
Phone,Printer,Hardware,Site1,9,Critical
Phone,Printer,Functionality,Site5,9,High
Phone,Printer,Service,Site5,9,Medium
Phone,AppIM,Software,Site1,9,Medium
Phone,Printer,Service,Site1,9,Medium
Phone,IntranetHO,Network,Site4,9,Medium
Phone,AppIM,Software,Site5,9,Medium
Email,VideoConf,Telecommunication,Site31,9,High
Phone,OSServer,Functionality,Site1,9,Medium
Phone,Printer,Functionality,Site4,9,High
Phone,IntranetDC1,Functionality,Site5,9,Medium
Phone,IntranetRO,Functionality,Site4,9,Medium
Phone,Printer,Service,Site5,9,Medium
Phone,Printer,Functionality,Site1,8,Medium
Phone,Printer,Service,Site5,8,Medium
Phone,Printer,Service,Site5,8,Medium
Phone,Telecommunication,Service,Site4,9,High
Email,VideoConf,Telecommunication,Site1,8,High
Phone,Monitor,Functionality,Site5,8,Medium
Phone,Telecommunication,Functionality,Site6,8,Critical
Phone,Printer,Hardware,Site1,8,Medium
Phone,Printer,Service,Site5,8,Medium
Phone,Printer,Service,Site1,8,Medium
Phone,IntranetDC1,Network,Site5,8,Medium
Phone,PCDesktop,Service,Site5,8,Medium
Phone,Keyboard,Functionality,Site1,8,High
Phone,Printer,Service,Site4,7,High
Phone,Monitor,Functionality,Site3,7,Medium
Phone,PCDesktop,Functionality,Site5,7,High
Email,IntranetHO,Service,Site4,7,Critical
Email,VideoConf,Telecommunication,Site2,18,High
Email,IntranetDC1,Network,Site5,17,Medium
Email,VideoConf,Telecommunication,Site4,17,High
Phone,AppIM,Software,Site35,17,Medium
Phone,PCDesktop,Hardware,Site4,16,Medium
Phone,PCDesktop,Hardware,Site5,16,High
Phone,Printer,Hardware,Site1,16,High
Phone,Printer,Service,Site5,16,Medium
Phone,IPPhone,Service,Site4,15,Medium
Email,IPPhone,Service,Site1,15,Medium
Phone,AppSystem,Service,Site5,15,Medium
Email,IntranetDC1,Functionality,Site5,15,High
Phone,Printer,Hardware,Site5,15,High
Phone,AppBK,Functionality,Site2,15,Medium
Phone,IntranetDC2,Functionality,Site2,15,High
Phone,Printer,Service,Site4,14,Medium
Phone,Printer,Hardware,Site4,14,Medium
Phone,PCDesktop,Functionality,Site5,14,Medium
Phone,Printer,Service,Site5,14,High
Phone,Infrastructure,Service,Site30,14,Medium
Email,Telecommunication,Service,Site4,14,Medium
Email,Telecommunication,Service,Site11,14,Medium
Email,AppIM,Service,Site1,14,Medium
Phone,Printer,Service,Site1,14,High
Email,Telecommunication,Service,Site30,14,Critical
Email,AppIM,Service,Site12,14,Medium
Phone,AppSystem,Software,Site14,13,Medium
Phone,OSClient,Software,Site2,13,High
Phone,AppSystem,Functionality,Site2,13,High
Phone,AppIM,Software,Site1,13,Critical
Phone,Browser,Functionality,Site5,13,High
Phone,AppSystem,Software,Site5,13,Medium
Phone,OSClient,Software,Site5,12,Medium
Email,VideoConf,Telecommunication,Site4,11,High
Email,IntranetSO,Service,Site12,11,Critical
Email,Telecommunication,Service,Site1,11,High
Email,Telecommunication,Functionality,Site1,11,Medium
Email,VideoConf,Telecommunication,Site1,11,High
Email,ProcessingUnit,Service,Site4,10,Medium
Phone,Monitor,Functionality,Site4,10,Medium
Phone,Infrastructure,Software,Site2,10,High
Phone,IntranetDC2,Network,Site1,10,Medium
Phone,IntranetDC1,Network,Site5,10,High
Phone,Printer,Service,Site4,10,Medium
Phone,IntranetHO,Network,Site1,10,Medium
Phone,Printer,Hardware,Site4,10,Medium
Phone,Scanner,Service,Site1,10,Medium
Phone,PCDesktop,Hardware,Site5,9,Medium
Phone,AppIM,Software,Site4,9,High
Phone,Printer,Hardware,Site4,9,Medium
Phone,Printer,Service,Site2,9,Medium
Phone,PCDesktop,Functionality,Site1,9,Medium
Phone,IntranetDC1,Network,Site1,9,Medium
Phone,Browser,Software,Site5,9,Medium
Phone,AppIM,Software,Site2,9,High
Phone,AppIM,Software,Site1,8,Medium
Phone,Printer,Hardware,Site1,8,Medium
Phone,AppIM,Software,Site4,8,Medium
Phone,Monitor,Functionality,Site1,8,Critical
Phone,IntranetDC2,Functionality,Site2,8,High
Phone,IntranetDC2,Network,Site1,8,Medium
Phone,IntranetHO,Network,Site1,8,Medium
Phone,Infrastructure,Functionality,Site4,8,Medium
Phone,Printer,Software,Site2,8,High
Phone,IntranetDC2,Network,Site1,7,Medium
Email,IPPhone,Telecommunication,Site3,18,Medium
Phone,Infrastructure,Functionality,Site30,18,Critical
Phone,Infrastructure,Software,Site2,18,Medium
Phone,Printer,Hardware,Site2,17,High
Phone,Printer,Hardware,Site1,17,High
Phone,Printer,Software,Site18,17,High
Phone,Peripheral,Service,Site1,17,Medium
Walk In,Peripheral,Account,Site1,17,Medium
Email,IntranetDC2,Network,Site2,17,Critical
Email,IntranetDC1,Network,Site5,17,Medium
Phone,Infrastructure,Software,Site1,17,High
Phone,Infrastructure,Software,Site2,16,Medium
Phone,Infrastructure,Software,Site1,16,High
Phone,PCDesktop,Hardware,Site1,16,Medium
Phone,AppIM,Software,Site2,16,Medium
Phone,ProcessingUnit,Hardware,Site23,16,Critical
Email,AppIM,Software,Site16,16,High
Phone,AppSystem,Software,Site5,15,High
Phone,Monitor,Functionality,Site4,15,Medium
Phone,AppSystem,Software,Site21,15,Medium
Email,IPPhone,Telecommunication,Site1,15,Medium
Email,AppIM,Software,Site4,15,Medium
Phone,IPPhone,Telecommunication,Site5,15,Medium
Phone,AppSystem,Software,Site18,14,Medium
Phone,AppIM,Software,Site5,14,Medium
Email,AppIM,Software,Site1,14,Medium
Phone,Printer,Service,Site1,14,Medium
Phone,IntranetDC1,Network,Site5,14,High
Email,IPPhone,Telecommunication,Site2,14,Medium
Email,IPPhone,Telecommunication,Site2,14,High
Phone,AppSystem,Service,Site18,14,Medium
Phone,ProcessingUnit,Service,Site1,14,Medium
Phone,IPPhone,Telecommunication,Site1,14,Medium
Phone,IntranetDC1,Network,Site1,14,Medium
Phone,IntranetDC1,Network,Site5,14,High
Phone,Printer,Software,Site1,14,High
Email,AppBK,Software,Site27,13,Medium
Phone,Printer,Hardware,Site2,13,Medium
Phone,IntranetDC1,Network,Site5,13,High
Phone,IPPhone,Telecommunication,Site1,13,Medium
Phone,Printer,Functionality,Site4,13,High
Phone,IntranetDC2,Functionality,Site2,13,Medium
Phone,IPPhone,Telecommunication,Site4,12,Medium
Phone,Printer,Functionality,Site4,12,High
Email,AppIM,Software,Site4,11,Medium
Phone,IntranetDC1,Network,Site5,11,Medium
Phone,IPPhone,Telecommunication,Site5,11,Medium
Phone,IntranetDC2,Functionality,Site2,11,Medium
Phone,Printer,Service,Site5,10,Medium
Email,Browser,Software,Site4,10,Medium
Phone,Scanner,Functionality,Site1,10,Medium
Phone,Printer,Service,Site23,10,Medium
Phone,SecSoftware,Service,Site1,10,Medium
Phone,Telecommunication,Functionality,Site5,10,Medium
Phone,Printer,Service,Site1,10,Critical
Email,BKP Software,Software,Site4,10,High
Phone,SecSoftware,Software,Site1,10,Medium
Email,Telecommunication,Telecommunication,Site9,10,High
Email,IntranetDC1,Service,Site5,10,High
Email,Monitor,Software,Site11,9,High
Phone,Printer,Service,Site2,9,Medium
Phone,Infrastructure,Software,Site1,9,Medium
Phone,IntranetDC2,Network,Site1,9,Medium
Phone,AppIM,Software,Site1,9,High
Phone,ProcessingUnit,Hardware,Site1,9,High
Phone,AppIM,Software,Site2,9,High
Phone,Mouse,Software,Site4,9,High
Phone,PCDesktop,Hardware,Site5,8,Medium
Phone,Telecommunication,Telecommunication,Site5,8,Medium
Email,IntranetDC1,Software,Site5,8,Medium
Phone,IntranetDC2,Functionality,Site1,9,Medium
Phone,IntranetHO,Functionality,Site4,8,Medium
Phone,Monitor,Hardware,Site5,8,High
Email,AppIM,Functionality,Site5,8,Medium
Phone,IntranetHO,Network,Site1,8,High
Phone,IntranetDC2,Network,Site1,8,Medium
Email,Telecommunication,Telecommunication,Site1,8,Medium
Phone,Printer,Hardware,Site23,8,Critical
Phone,Printer,Hardware,Site1,8,High
Phone,Printer,Hardware,Site23,8,Medium
